DATE,PERMNO,PRC,VOL,CFACPR,CFACSHR,SHROUT,RET
1990-01-31,91943.0,1.5,285.0,1.0,1.0,2237.0,0.20000000298023224
1990-01-31,10198.0,0.46875,410.0,1.0,1.0,1724.0,0.6666666865348816
1990-01-31,44143.0,0.375,555.0,1.0,1.0,11487.0,-0.3333333432674408
1990-01-31,56960.0,19.125,2175.0,1.0,1.0,7664.0,-0.04374999925494194
1990-01-31,47079.0,24.125,562929.0,1.0,1.0,324577.0,-0.15047618746757507
1990-01-31,39335.0,27.875,102301.0,1.0,1.0,157264.0,-0.18315018713474274
1990-01-31,19828.0,12.0,37403.0,3.260595,1.0,25791.0,0.0
1990-01-31,68428.0,6.5,15330.0,1.0,1.0,27441.0,0.13913042843341827
1990-01-31,10345.0,0.8125,13079.0,1.0,1.0,9015.0,0.30000001192092896
1990-01-31,11016.0,0.171875,1333.0,1.0,1.0,6678.0,-0.2666666805744171
1990-01-31,58376.0,14.25,1655.0,1.0,1.0,5037.0,-0.13636364042758942
1990-01-31,91919.0,1.28125,4555.0,1.0,1.0,8155.0,-0.32786884903907776
1990-01-31,87039.0,7.5,1063.0,3.0,3.0,2167.0,0.03448275849223137
1990-01-31,28353.0,79.875,28580.0,9.821261,6.0,61684.0,-0.03207831457257271
1990-01-31,10344.0,6.0,815.0,1.0,1.0,3963.0,0.043478261679410934
1990-01-31,47052.0,50.375,33683.0,1.5,1.5,56197.0,-0.21403101086616516
1990-01-31,34973.0,2.0,11217.0,1.0,1.0,11797.0,-0.30434781312942505
1990-01-31,46499.0,0.109375,1079.0,0.05,0.05,9618.0,0.0
1990-01-31,26084.0,9.5,1854.0,2.0,2.0,7847.0,0.04109589010477066
1990-01-31,67257.0,1.3125,1244.0,1.0,1.0,2555.0,-0.08695652335882187
1990-01-31,36952.0,4.75,0.0,1.0,1.0,378.0,0.0
1990-01-31,71888.0,3.75,522.0,1.0,1.0,3676.0,0.30434781312942505
1990-01-31,36944.0,0.5625,2688.0,1.0,1.0,9393.0,0.2857142984867096
1990-01-31,91249.0,3.75,9091.0,1.0,1.0,10247.0,0.1320754736661911
1990-01-31,11014.0,2.6875,3343.0,0.5,0.5,10726.0,-0.1041666641831398
1990-01-31,11017.0,15.625,3796.0,1.0,1.0,7643.0,0.07758620381355286
1990-01-31,67193.0,15.875,443.0,8.0,8.0,2526.0,-0.019999999552965164
1990-01-31,74916.0,1.0,440.0,1.0,1.0,3069.0,0.032258063554763794
1990-01-31,11018.0,9.375,1356.0,1.562294,1.484999,3850.0,-0.01315789483487606
1990-01-31,26025.0,0.375,468.0,1.0,1.0,3831.0,0.0
1990-01-31,67168.0,16.625,5284.0,1.0,1.0,14008.0,-0.007462686393409967
1990-01-31,74932.0,126.5,560.0,3.947912,1.0,5470.0,-0.06985294073820114
1990-01-31,59053.0,11.75,4310.0,1.777777,1.777777,24156.0,-0.08737864345312119
1990-01-31,47108.0,12.0,6434.0,2.96875,1.0,13800.0,-0.26153847575187683
1990-01-31,67176.0,21.0,1732.0,4.05,4.05,11825.0,-0.14720812439918518
1990-01-31,26075.0,32.375,9385.0,1.0,1.0,23210.0,-0.0716845914721489
1990-01-31,77730.0,24.5,30526.0,3.0,3.0,31688.0,-0.015075377188622952
1990-01-31,36978.0,21.5,47925.0,1.02,1.02,59968.0,-0.09947644174098969
1990-01-31,67177.0,13.25,854.0,2.25,2.25,5333.0,-0.10169491171836853
1990-01-31,38790.0,0.46875,23.0,1.0,1.0,2794.0,0.0
1990-01-31,16571.0,32.5,88598.0,1.0,1.0,148387.0,-0.05454545468091965
1990-01-31,38762.0,17.75,30693.0,5.571513,2.0,69682.0,-0.07045160979032516
1990-01-31,17929.0,34.875,2286.0,9.0,9.0,10057.0,-0.09120520949363708
1990-01-31,34578.0,12.625,1180.0,1.0,1.0,2840.0,-0.0982142835855484
1990-01-31,10818.0,14.75,24948.0,2.0,2.0,13314.0,-0.10606060922145844
1990-01-31,10346.0,0.21875,27962.0,0.2,0.2,80713.0,-0.125
1990-01-31,10199.0,19.5,5714.0,5.0625,5.0625,9527.0,-0.13333334028720856
1990-01-31,70915.0,2.6875,16098.0,1.0,1.0,13263.0,0.0
1990-01-31,67192.0,0.234375,2214.0,1.0,1.0,12762.0,0.0714285746216774
1990-01-31,44135.0,12.5,147.0,1.0,1.0,2308.0,-0.010980391874909401
1990-01-31,10830.0,3.0,476.0,1.0,1.0,6078.0,-0.1111111119389534
1990-01-31,47088.0,35.5,1438.0,2.0,2.0,7010.0,-0.0026480834931135178
1990-01-31,88285.0,2.0,3533.0,0.01,0.01,4565.0,-0.05882352963089943
1990-01-31,56952.0,16.625,781.0,1.5,1.5,4320.0,-0.08405405282974243
1990-01-31,10881.0,2.3125,707.0,0.15,0.15,2479.0,-0.17777778208255768
1990-01-31,67011.0,0.15625,91.0,1.0,1.0,6310.0,0.0
1990-01-31,27254.0,7.875,1093.0,2.401245,2.401245,6322.0,0.05000000074505806
1990-01-31,89181.0,21.25,33608.0,8.0,8.0,5609.0,-0.20187793672084808
1990-01-31,68452.0,6.875,4426.0,1.0,1.0,4492.0,-0.22535210847854614
1990-01-31,66931.0,49.25,27998.0,4.0,4.0,50647.0,-0.09839817136526108
1990-01-31,25938.0,4.5,221.0,1.0,1.0,13724.0,0.05882352963089943
1990-01-31,77631.0,0.109375,6943.0,1.0,1.0,23318.0,0.0
1990-01-31,73796.0,6.75,590.0,1.0,1.0,2834.0,-0.1818181872367859
1990-01-31,12276.0,11.125,1149.0,1.728,1.728,2194.0,-0.09183673560619354
1990-01-31,28441.0,11.25,2258.0,1.0,1.0,3912.0,-0.07216494530439377
1990-01-31,75046.0,0.375,2.0,1.0,1.0,1634.0,0.0
1990-01-31,66967.0,18.25,5339.0,1.076447,1.0,13777.0,-0.1411764770746231
1990-01-31,71909.0,9.5,388.0,18.93622,8.038457,3632.0,0.037837836891412735
1990-01-31,37015.0,0.3125,10.0,1.0,1.0,1169.0,0.0
1990-01-31,75044.0,2.625,15597.0,1.0,1.0,33762.0,0.0
1990-01-31,11032.0,10.5,64.0,1.0,1.0,1155.0,0.0
1990-01-31,47248.0,20.25,832.0,13.5,13.5,2492.0,-0.058139536529779434
1990-01-31,70869.0,12.875,12552.0,1.0,1.0,51543.0,-0.1487603336572647
1990-01-31,19895.0,32.5,78188.0,2.0,2.0,63296.0,-0.10965986549854279
1990-01-31,12277.0,0.203125,202048.0,0.02,0.02,171420.0,0.0833333358168602
1990-01-31,75042.0,1.375,2400.0,1.0,1.0,26200.0,-0.0833333358168602
1990-01-31,12278.0,2.8125,549.0,1.0,1.0,8077.0,0.0
1990-01-31,10892.0,7.0,2454.0,3.0,3.0,4706.0,-0.03448275849223137
1990-01-31,11031.0,20.5,209.0,1.0,1.0,6553.0,-0.18000000715255737
1990-01-31,47221.0,0.21875,3048.0,1.0,1.0,36166.0,-0.125
1990-01-31,10989.0,65.75,35798.0,4.298508,4.0,77711.0,-0.10847457498311996
1990-01-31,11035.0,6.25,252.0,1.33333,1.33333,4912.0,-0.1071428582072258
1990-01-31,12275.0,5.25,7634.0,0.1,0.1,19266.0,0.20000000298023224
1990-01-31,12274.0,0.28125,112.0,1.0,1.0,3947.0,0.0
1990-01-31,88269.0,11.375,11381.0,1.0,1.0,9259.0,-0.04210526496171951
1990-01-31,44003.0,0.1875,18.0,1.0,1.0,995.0,0.0
1990-01-31,28215.0,1.75,768.0,1.0,1.0,2020.0,-0.125
1990-01-31,66923.0,5.0,483.0,1.0,1.0,1398.0,-0.06976744532585144
1990-01-31,56822.0,9.25,563.0,1.0,1.0,3278.0,-0.13953489065170288
1990-01-31,91970.0,19.25,115.0,1.2,1.2,2735.0,-0.012820512987673283
1990-01-31,12267.0,0.40625,24.0,1.0,1.0,5362.0,-0.13333334028720856
1990-01-31,12268.0,0.546875,505.0,1.0,1.0,6070.0,0.0
1990-01-31,59126.0,42.0,20753.0,4.0,4.0,21246.0,-0.1111111119389534
1990-01-31,68486.0,0.3125,2335.0,1.0,1.0,3230.0,-0.4444444477558136
1990-01-31,25910.0,41.25,52565.0,2.014074,2.0,37711.0,-0.1315789520740509
1990-01-31,25953.0,35.625,17817.0,6.250062,4.0,62908.0,-0.010416666977107525
1990-01-31,75053.0,25.25,20005.0,1.0,1.0,24718.0,0.009999999776482582
1990-01-31,10810.0,1.3125,30.0,1.0,1.0,1059.0,0.0
1990-01-31,37022.0,2.0,456.0,1.0,1.0,3931.0,-0.15789473056793213
1990-01-31,12270.0,0.046875,622.0,1.0,1.0,8043.0,0.0
1990-01-31,19909.0,11.25,2205.0,1.05,1.05,3213.0,-0.010989011265337467
1990-01-31,34404.0,10.5,5085.0,2.8125,2.8125,2873.0,0.10526315867900848
1990-01-31,12273.0,1.71875,586.0,1.0,1.0,3100.0,-0.01785714365541935
1990-01-31,59118.0,26.5,254.0,1.5,1.5,4695.0,-0.027522936463356018
1990-01-31,44039.0,5.375,6732.0,1.0,1.0,24921.0,-0.1041666641831398
1990-01-31,25937.0,19.75,40468.0,1.0,1.0,44701.0,-0.018633540719747543
1990-01-31,10354.0,2.0,6235.0,1.0,1.0,11457.0,-0.05882352963089943
1990-01-31,47255.0,0.625,257.0,1.0,1.0,13490.0,-0.09090909361839294
1990-01-31,75051.0,30.375,1214.0,1.0,1.0,6968.0,-0.05078125
1990-01-31,44150.0,16.75,7060.0,1.5,1.5,8472.0,-0.11315789818763733
1990-01-31,79119.0,11.25,89710.0,3.434289,3.375,41401.0,-0.18918919563293457
1990-01-31,70893.0,7.125,2708.0,1.5,1.5,6196.0,0.1875
1990-01-31,75035.0,5.125,612.0,1.354167,1.0,3046.0,0.02500000037252903
1990-01-31,12283.0,2.6875,136822.0,0.166667,0.166667,10779.0,0.5636367201805115
1990-01-31,17902.0,4.5,425.0,1.21,1.21,2937.0,-0.1428571492433548
1990-01-31,71889.0,34.625,13337.0,1.0,1.0,59854.0,-0.08881578594446182
1990-01-31,13507.0,33.25,1670.0,1.0,1.0,28162.0,-0.036231882870197296
1990-01-31,36994.0,0.375,400.0,1.0,1.0,3006.0,0.0
1990-01-31,46471.0,13.875,8399.0,1.0,1.0,14772.0,-0.14615385234355927
1990-01-31,11020.0,9.5,3663.0,1.999995,1.999995,3374.0,0.22580644488334656
1990-01-31,12284.0,16.25,18549.0,1.0,1.0,7838.0,0.0
1990-01-31,25961.0,23.0,16790.0,1.0,1.0,21450.0,-0.07999999821186066
1990-01-31,10353.0,16.125,42235.0,10.158905,8.0,7873.0,-0.09154929220676422
1990-01-31,47183.0,13.125,156.0,1.0,1.0,2283.0,0.0714285746216774
1990-01-31,12285.0,12.25,847.0,1.0,1.0,4559.0,-0.2461538463830948
1990-01-31,28426.0,0.3125,1170.0,1.0,1.0,10020.0,0.1764705926179886
1990-01-31,75034.0,23.625,86713.0,1.0,1.0,119246.0,-0.0690196081995964
1990-01-31,67010.0,2.0,560.0,2.604656,2.604656,4339.0,0.0
1990-01-31,17903.0,12.25,3923.0,2.0,2.0,7471.0,-0.03921568766236305
1990-01-31,70914.0,0.8125,2087.0,1.0,1.0,8286.0,0.0
1990-01-31,44090.0,2.0625,602.0,0.779922,0.779922,1718.0,0.10000000149011612
1990-01-31,27247.0,0.1875,1456.0,0.1,0.1,9000.0,-0.1428571492433548
1990-01-31,73809.0,19.75,324.0,2.8125,2.8125,7957.0,-0.07514450699090958
1990-01-31,56937.0,5.75,290.0,36.0,36.0,956.0,0.095238097012043
1990-01-31,19880.0,17.25,19062.0,3.893478,2.25,12599.0,0.02222222276031971
1990-01-31,10812.0,14.5,758.0,22.766237,22.766237,5000.0,-0.14705882966518402
1990-01-31,67003.0,0.109375,2639.0,1.0,1.0,8735.0,0.1666666716337204
1990-01-31,34463.0,11.875,68.0,1.5,1.5,1178.0,-0.030612245202064514
1990-01-31,47191.0,0.25,39278.0,0.01,0.01,128131.0,-0.1111111119389534
1990-01-31,75038.0,16.0,173.0,1.432763,1.0,47849.0,-0.12328767031431198
1990-01-31,12280.0,1.3125,3723.0,1.0,1.0,6812.0,-0.04545454680919647
1990-01-31,12281.0,8.125,414.0,1.694879,1.694879,2562.0,-0.2073170691728592
1990-01-31,11028.0,7.0625,12172.0,1.0,1.0,9385.0,-0.2709677517414093
1990-01-31,19888.0,8.0,1200.0,5.0625,5.0625,9569.0,-0.03030303120613098
1990-01-31,34447.0,0.328125,170.0,1.0,1.0,5914.0,0.0
1990-01-31,66974.0,1.5,217.0,1.0,1.0,2675.0,0.09090909361839294
1990-01-31,82801.0,3.0,310.0,2.0,2.0,1131.0,-0.17241379618644714
1990-01-31,76946.0,2.875,1341.0,2.0,2.0,2312.0,-0.25806450843811035
1990-01-31,66982.0,15.0,656.0,1.0,1.0,7071.0,-0.0625
1990-01-31,44062.0,38.25,4521.0,1.0,1.0,17875.0,0.0
1990-01-31,12279.0,0.859375,730.0,0.125,0.125,1868.0,-0.1538461595773697
1990-01-31,66991.0,4.5,4.0,1.0,1.0,591.0,0.0
1990-01-31,68451.0,22.125,5915.0,5.434905,3.0,128389.0,-0.13235294818878174
1990-01-31,47205.0,28.75,5775.0,4.0,4.0,8528.0,-0.09448818862438202
1990-01-31,11023.0,14.25,3928.0,1.0,1.0,7052.0,-0.13212120532989502
1990-01-31,47204.0,0.5,62.0,1.0,1.0,2525.0,0.6000000238418579
1990-01-31,67002.0,13.125,2596.0,2.25,2.25,4970.0,-0.1599999964237213
1990-01-31,11022.0,7.5,2128.0,1.0,1.0,2309.0,-0.11764705926179886
1990-01-31,34981.0,6.5,14142.0,1.0,1.0,18091.0,-0.05454545468091965
1990-01-31,13936.0,13.75,2292.0,2.0,2.0,9071.0,-0.1472868174314499
1990-01-31,12282.0,23.75,1385.0,2.276288,2.276288,6607.0,-0.04560000076889992
1990-01-31,11021.0,0.5625,4371.0,1.0,1.0,4198.0,0.125
1990-01-31,16117.0,14.75,2191.0,1.0,1.0,16519.0,-0.08527132123708725
1990-01-31,28434.0,0.875,1503.0,1.0,1.0,8880.0,0.1666666716337204
1990-01-31,10260.0,0.40625,11411.0,1.0,1.0,9511.0,0.3684210479259491
1990-01-31,59396.0,22.875,10468.0,9.745312,9.745312,19192.0,-0.09852216392755508
1990-01-31,12766.0,0.265625,135.0,1.0,1.0,5183.0,0.0
1990-01-31,17495.0,3.25,140.0,1.25,1.25,3047.0,-0.1875
1990-01-31,10182.0,8.75,7069.0,4.0,4.0,6222.0,0.12903225421905518
1990-01-31,11161.0,2.8125,1056.0,1.0,1.0,2981.0,-0.08163265138864517
1990-01-31,88146.0,8.0,156.0,1.0,1.0,859.0,0.0
1990-01-31,64822.0,0.5,80.0,0.004167,0.004167,2494.0,0.0
1990-01-31,11160.0,6.5,13657.0,1.0,1.0,10237.0,-0.23529411852359772
1990-01-31,68946.0,4.0625,7947.0,1.0,1.0,4450.0,-0.04411764815449715
1990-01-31,91695.0,23.5,8327.0,1.0,1.0,14835.0,-0.11320754885673523
1990-01-31,25080.0,1.375,1084.0,0.051806,0.05,10801.0,-0.0833333358168602
1990-01-31,49139.0,1.8125,1.0,1.0,1.0,2037.0,0.0
1990-01-31,27836.0,1.5625,1895.0,0.1,0.1,12833.0,0.020408162847161293
1990-01-31,17523.0,5.375,1843.0,1.276281,1.276281,7914.0,-0.14000000059604645
1990-01-31,55597.0,20.0,10634.0,1.0,1.0,16394.0,-0.041916169226169586
1990-01-31,64848.0,3.875,506.0,1.0,1.0,1550.0,-0.22499999403953552
1990-01-31,15828.0,12.75,2981.0,1.0,1.0,4157.0,-0.0555555559694767
1990-01-31,49138.0,11.875,616.0,1.5,1.5,3256.0,-0.14414414763450623
1990-01-31,10426.0,9.875,258.0,0.05,0.05,1835.0,0.0972222238779068
1990-01-31,75490.0,6.125,46563.0,1.0,1.0,28337.0,-0.30000001192092896
1990-01-31,10758.0,2.6875,2218.0,0.05,0.05,5347.0,0.02380952425301075
1990-01-31,79637.0,9.0,7881.0,8.0,8.0,11105.0,-0.027027027681469917
1990-01-31,75491.0,2.0,738.0,1.0,1.0,3838.0,-0.15789473056793213
1990-01-31,39781.0,9.25,2348.0,1.0,1.0,9327.0,-0.05128205195069313
1990-01-31,11938.0,32.0,60.0,6.515018,6.515018,1691.0,0.0
1990-01-31,33188.0,3.0,368.0,2.0,2.0,2786.0,0.043478261679410934
1990-01-31,78749.0,6.875,1375.0,1.0,1.0,4763.0,-0.01785714365541935
1990-01-31,39782.0,1.1875,5.0,1.0,1.0,2222.0,0.0555555559694767
1990-01-31,92284.0,8.25,9252.0,2.25,2.25,9307.0,-0.16455696523189545
1990-01-31,10120.0,18.0,29.0,4.0,4.0,4034.0,-0.12195122241973877
1990-01-31,11162.0,7.0,1818.0,4.5,4.5,1655.0,-0.050847455859184265
1990-01-31,64813.0,3.375,15629.0,1.0,1.0,17808.0,0.07999999821186066
1990-01-31,25073.0,0.6875,3170.0,0.3333,0.3333,17975.0,0.0
1990-01-31,37517.0,0.296875,3883.0,1.0,1.0,11188.0,-0.5777778029441833
1990-01-31,58827.0,26.0,175502.0,2.0,2.0,204515.0,-0.028037382289767265
1990-01-31,75494.0,2.375,401.0,1.0,1.0,3120.0,-0.17391304671764374
1990-01-31,10037.0,7.0,160.0,1.365621,1.365621,948.0,0.03703703731298447
1990-01-31,10429.0,8.25,12182.0,1.0,1.0,13177.0,-0.05714285746216774
1990-01-31,29154.0,2.25,2125.0,1.0,1.0,2351.0,0.09090909361839294
1990-01-31,49154.0,59.625,40034.0,12.0,12.0,70740.0,-0.06286837160587311
1990-01-31,75493.0,47.75,65.0,3.0,3.0,3333.0,0.06111111119389534
1990-01-31,11937.0,16.5,129.0,6.0,6.0,814.0,0.10000000149011612
1990-01-31,10757.0,19.875,2343.0,3.0,3.0,4012.0,0.05263157933950424
1990-01-31,45103.0,46.0,4696.0,3.0,3.0,6000.0,0.03954802080988884
1990-01-31,89456.0,12.625,1155.0,2.953125,2.953125,4602.0,-0.09009008854627609
1990-01-31,55589.0,2.625,530.0,1.1,1.1,2398.0,-0.04545454680919647
1990-01-31,21020.0,53.5,172915.0,4.411796,2.0,62237.0,-0.07758620381355286
1990-01-31,33196.0,0.078125,0.0,0.01,0.01,3420.0,0.0
1990-01-31,36281.0,110.0,13.0,1.0,1.0,1488.0,-0.0517241396009922
1990-01-31,37496.0,0.046875,1177.0,1.0,1.0,17675.0,0.0
1990-01-31,46228.0,2.5,4926.0,0.236,0.236,5829.0,-0.1304347813129425
1990-01-31,68945.0,9.75,2673.0,1.5,1.5,4530.0,-0.0714285746216774
1990-01-31,29145.0,13.875,1579.0,1.276281,1.276281,8206.0,-0.18382352590560913
1990-01-31,75486.0,10.5,3429.0,1.0,1.0,4000.0,-0.06666667014360428
1990-01-31,49083.0,1.75,10900.0,0.2,0.2,12329.0,0.21739129722118378
1990-01-31,79629.0,0.40625,944.0,0.749999,0.749999,2674.0,-0.3499999940395355
1990-01-31,10121.0,20.0,2016.0,1.0,1.0,6027.0,-0.03132529929280281
1990-01-31,11159.0,4.375,898.0,1.038462,1.0,3047.0,-0.15662650763988495
1990-01-31,64864.0,2.25,6115.0,0.05,0.05,14371.0,0.20000000298023224
1990-01-31,46229.0,3.625,298.0,2.199995,2.199995,1732.0,-0.14705882966518402
1990-01-31,25081.0,43.0,10726.0,4.5,4.5,16457.0,-0.10880828648805618
1990-01-31,75485.0,4.0,1053.0,1.1,1.1,2165.0,-0.2380952388048172
1990-01-31,11952.0,2.9375,3165.0,1.0,1.0,3118.0,1.7647058963775635
1990-01-31,10762.0,3.125,805.0,1.0,1.0,1713.0,-0.21875
1990-01-31,11953.0,1.25,8419.0,1.0,1.0,7127.0,-0.2857142984867096
1990-01-31,21004.0,62.875,132220.0,2.0,2.0,326289.0,-0.10178571194410324
1990-01-31,11955.0,1.5625,1202.0,1.0,1.0,2808.0,-0.056603774428367615
1990-01-31,39773.0,13.375,186.0,1.0,1.0,4563.0,0.009433962404727936
1990-01-31,73315.0,27.0,2969.0,1.0,1.0,8212.0,-0.023928571492433548
1990-01-31,10763.0,1.4375,1020.0,1.0,1.0,3692.0,-0.0416666679084301
1990-01-31,75483.0,15.125,1129.0,4.0,4.0,5555.0,0.008333333767950535
1990-01-31,84073.0,16.375,1720.0,1.5,1.5,20482.0,-0.0786111131310463
1990-01-31,27802.0,7.75,13108.0,1.0,1.0,11427.0,0.050847455859184265
1990-01-31,86677.0,4.875,6618.0,1.0,1.0,5143.0,0.06849315017461777
1990-01-31,59839.0,3.875,609.0,1.0,1.0,2185.0,0.0
1990-01-31,11948.0,19.5,466.0,2.0,2.0,2352.0,0.02631578966975212
1990-01-31,11939.0,7.0,25580.0,1.0,1.0,9390.0,-0.125
1990-01-31,33209.0,3.5,1245.0,1.477455,1.477455,11359.0,-0.03448275849223137
1990-01-31,36004.0,0.46875,2.0,0.125,0.125,832.0,0.0
1990-01-31,11943.0,1.328125,1093.0,1.0,1.0,5281.0,-0.0555555559694767
1990-01-31,45225.0,17.0,9135.0,0.560697,0.25,113962.0,-0.06849315017461777
1990-01-31,43028.0,4.75,1276.0,1.977273,1.0,2762.0,0.0
1990-01-31,11944.0,1.0625,36.0,1.0,1.0,2179.0,-0.22727273404598236
1990-01-31,18278.0,0.3125,71952.0,1.0,1.0,38372.0,-0.4444444477558136
1990-01-31,11945.0,1.09375,1134.0,0.1,0.1,8860.0,-0.125
1990-01-31,10759.0,22.25,552.0,1.06152,1.06152,2356.0,-0.04372341185808182
1990-01-31,64856.0,34.125,37903.0,4.086768,4.0,30530.0,-0.2222222238779068
1990-01-31,75489.0,15.75,18483.0,25.628906,25.628906,9494.0,-0.1310344785451889
1990-01-31,58473.0,2.875,5952.0,1.0,1.0,3806.0,1.0909091234207153
1990-01-31,27043.0,20.75,12051.0,19.212029,8.0,20160.0,-0.03745664656162262
1990-01-31,11946.0,1.375,518.0,0.05,0.05,1640.0,0.0731707289814949
1990-01-31,10247.0,18.75,11221.0,0.1665,0.1665,5254.0,-0.21875
1990-01-31,59846.0,0.375,107.0,1.0,1.0,1189.0,0.0
1990-01-31,49104.0,2.1875,1798.0,1.0,1.0,5729.0,-0.07894736528396606
1990-01-31,75488.0,11.5,10705.0,1.76,1.76,1600.0,-0.3185185194015503
1990-01-31,11947.0,21.0,3.0,2.0,2.0,785.0,0.0
1990-01-31,10761.0,3.75,1427.0,1.0,1.0,4988.0,0.1111111119389534
1990-01-31,43036.0,4.875,170.0,1.0,1.0,760.0,-0.02500000037252903
1990-01-31,10874.0,12.5,35904.0,1.0,1.0,87958.0,-0.10725663602352142
1990-01-31,68953.0,5.25,264.0,1.0,1.0,2453.0,-0.04545454680919647
1990-01-31,59871.0,3.375,2746.0,0.520312,0.520312,10097.0,-0.0357142873108387
1990-01-31,75506.0,1.75,38.0,1.0,1.0,1508.0,0.0
1990-01-31,11920.0,4.5,3709.0,1.0,1.0,2185.0,-0.12380952388048172
1990-01-31,68996.0,0.6875,115.0,1.0,1.0,1691.0,0.375
1990-01-31,11921.0,10.25,2508.0,1.656121,1.656121,3905.0,-0.04651162773370743
1990-01-31,59897.0,9.0,2037.0,1.0,1.0,5616.0,-0.1910112351179123
1990-01-31,86239.0,4.0,2266.0,1.0,1.0,6615.0,0.01587301678955555
1990-01-31,11923.0,2.25,1658.0,1.05,1.05,4056.0,0.125
1990-01-31,11168.0,0.5625,578.0,1.0,1.0,2459.0,0.05882352963089943
1990-01-31,75505.0,6.125,363.0,1.0,1.0,9166.0,-0.019999999552965164
1990-01-31,17444.0,3.75,2196.0,2.0,2.0,4838.0,-0.09090909361839294
1990-01-31,25049.0,10.5,190.0,1.0,1.0,4324.0,0.0
1990-01-31,10181.0,0.203125,1400.0,1.0,1.0,8033.0,0.0
1990-01-31,70519.0,26.125,79273.0,1.284085,1.199994,95999.0,-0.08052631467580795
1990-01-31,10432.0,13.0,829.0,1.0,1.0,3023.0,-0.1034482792019844
1990-01-31,85295.0,0.1875,57.0,1.0,1.0,16558.0,0.0
1990-01-31,10299.0,9.0,11402.0,16.0,16.0,16209.0,-0.1325301229953766
1990-01-31,64785.0,4.0,831.0,1.0,1.0,3062.0,-0.13513512909412384
1990-01-31,11167.0,0.109375,5354.0,1.0,1.0,7670.0,-0.6111111044883728
1990-01-31,75504.0,1.4375,5761.0,0.1,0.1,4191.0,0.33319997787475586
1990-01-31,25056.0,25.125,26852.0,1.017879,1.0,64387.0,-0.056338027119636536
1990-01-31,87231.0,0.8125,10312.0,1.0,1.0,3145.0,0.9259259104728699
1990-01-31,55512.0,7.0,22.0,1.0,1.0,400.0,-0.017543859779834747
1990-01-31,90625.0,4.875,1125.0,1.0,1.0,2748.0,-0.1702127605676651
1990-01-31,37541.0,0.234375,4091.0,0.013333,0.013333,28783.0,-0.11764705926179886
1990-01-31,90705.0,0.71875,1063.0,0.49995,0.49995,3290.0,0.0
1990-01-31,75510.0,23.5,93112.0,16.209488,16.0,20104.0,0.16296295821666718
1990-01-31,17443.0,0.5,7201.0,0.028571,0.028571,21181.0,-0.27272728085517883
1990-01-31,77893.0,0.65625,132.0,0.1666,0.1666,30133.0,-0.08695652335882187
1990-01-31,14438.0,0.078125,885.0,1.0,1.0,4498.0,-0.1666666716337204
1990-01-31,11912.0,0.046875,76276.0,1.0,1.0,203971.0,0.0
1990-01-31,26965.0,23.125,1929.0,2.0,2.0,4368.0,0.0
1990-01-31,10434.0,24.125,98402.0,1.0,1.0,19067.0,-0.22489960491657257
1990-01-31,59898.0,18.0,6203.0,1.0,1.0,10414.0,-0.03999999910593033
1990-01-31,49286.0,0.21875,15918.0,0.1,0.1,7763.0,-0.30000001192092896
1990-01-31,11913.0,24.0,46301.0,2.0,2.0,16627.0,0.09090909361839294
1990-01-31,73278.0,3.5,492.0,1.0,1.0,6007.0,0.07692307978868484
1990-01-31,29197.0,31.5,3346.0,1.0,1.0,7529.0,0.0
1990-01-31,42922.0,15.25,5312.0,1.0,1.0,5512.0,-0.17297297716140747
1990-01-31,49285.0,13.375,3832.0,1.0,1.0,10349.0,-0.14399999380111694
1990-01-31,11917.0,3.0,7397.0,1.0,1.0,9986.0,-0.22580644488334656
1990-01-31,87581.0,3.625,1920.0,6.328125,6.328125,3318.0,-0.03333333507180214
1990-01-31,10433.0,0.28125,203.0,1.0,1.0,11729.0,-0.21739129722118378
1990-01-31,11918.0,1.625,5001.0,0.16666,0.16666,3351.0,-0.6176470518112183
1990-01-31,11169.0,1.75,554.0,1.0,1.0,3959.0,0.07692307978868484
1990-01-31,64769.0,20.75,12531.0,1.0,1.0,11264.0,-0.14319588243961334
1990-01-31,29196.0,24.25,56007.0,1.0,1.0,86876.0,-0.11009174585342407
1990-01-31,75509.0,12.25,1816.0,4.0,4.0,3300.0,-0.03921568766236305
1990-01-31,58069.0,1.125,448.0,1.0,1.0,9064.0,0.20000000298023224
1990-01-31,21055.0,6.375,20049.0,1.107285,1.0,22603.0,-0.15000000596046448
1990-01-31,38886.0,0.15625,1431.0,1.0,1.0,30504.0,0.0
1990-01-31,11931.0,57.25,2.0,1.0,1.0,487.0,-0.021367521956562996
1990-01-31,38543.0,2.875,970.0,0.25,0.25,2863.0,0.0
1990-01-31,42981.0,5.125,9553.0,1.0,1.0,5421.0,0.012345679104328156
1990-01-31,15820.0,3.25,237.0,0.1,0.1,6808.0,-0.13333334028720856
1990-01-31,21039.0,29.0,7648.0,1.027604,1.0,20090.0,-0.08661417663097382
1990-01-31,11932.0,2.796875,14664.0,1.0,1.0,13293.0,-0.13106796145439148
1990-01-31,11933.0,0.71875,7702.0,0.05,0.05,25368.0,-0.14814814925193787
1990-01-31,29162.0,0.875,164.0,1.0,1.0,2713.0,-0.1764705926179886
1990-01-31,75500.0,16.25,7356.0,2.66666,2.66666,3818.0,-0.2073170691728592
